dist,delta_t,ref_speed,drv_speed,ref_throttle,drv_throttle,ref_brake,drv_brake,ref_steering,drv_steering,ref_gear,drv_gear,ref_glat,drv_glat,ref_glong,drv_glong,ref_rpm,drv_rpm
550.0,0.01999999999998181,281.0,279.0,98.0,42.0,0.0,78.0,0.33,0.28,6.0,6.0,-0.09,0.02,0.16,-0.97,6935.0,6909.0
555.0,0.009999999999990905,279.5,276.0,32.5,69.0,96.0,100.0,0.22999999999999998,0.37,6.0,0.0,-0.025,-0.04,-1.4249999999999998,-1.73,6739.0,7504.0
560.0,0.020000000000010232,275.5,270.5,69.0,0.0,100.0,100.0,0.125,0.425,0.0,5.0,-0.06,-0.09000000000000001,-2.205,-2.045,7459.0,7275.0
565.0,0.020000000000010232,271.0,266.0,0.0,0.0,100.0,100.0,0.07,0.33,5.0,5.0,-0.1,-0.15,-1.74,-2.08,7092.0,6966.0
570.0,0.01999999999998181,266.0,261.0,0.0,0.0,100.0,100.0,-0.15,0.0,5.0,5.0,-0.14,-0.26,-2.05,-2.29,7100.0,6833.0
575.0,0.01999999999998181,260.0,256.0,0.0,0.0,100.0,100.0,-0.32,-0.22,5.0,5.0,-0.08,-0.12,-2.48,-2.2,6748.0,6615.0
580.0,0.020000000000010232,254.0,251.0,0.0,69.0,100.0,100.0,-0.65,-0.7,5.0,0.0,-0.25,-0.31,-2.7,-2.04,6775.0,7437.0
585.0,0.020000000000010232,248.0,245.0,0.0,0.0,100.0,100.0,-0.95,-0.97,5.0,4.0,-0.1,-0.2,-2.61,-1.92,6696.0,7500.0
590.0,0.029999999999986926,243.5,239.0,0.0,0.0,100.0,100.0,-0.265,-0.57,5.0,4.0,-0.05,-0.08,-2.245,-1.53,6388.0,7155.0
595.0,0.030000000000015348,238.0,234.0,0.0,0.0,100.0,100.0,-0.22,-0.495,5.0,4.0,-0.03,0.0049999999999999975,-1.96,-2.3099999999999996,6042.0,6898.0
600.0,0.020000000000010232,232.0,228.0,0.0,0.0,100.0,100.0,-0.19,-0.14,5.0,4.0,-0.04,-0.06,-2.06,-1.5,6010.0,6900.0
605.0,0.01999999999998181,227.0,222.0,0.0,0.0,100.0,100.0,0.21,0.5,5.0,4.0,-0.07,0.04,-2.11,-1.89,6038.0,6736.0
610.0,0.030000000000001137,222.0,216.5,0.0,0.0,100.0,100.0,0.84,1.1800000000000002,5.0,4.0,-0.19,-0.060000000000000005,-1.91,-1.85,5720.0,6333.0
615.0,0.03999999999999204,216.0,210.0,0.0,0.0,100.0,100.0,1.7,1.87,0.0,4.0,-0.28,-0.23,-1.5,-1.93,6637.0,6126.0
620.0,0.03999999999999204,210.0,205.0,0.0,0.0,100.0,100.0,2.5,2.35,4.0,4.0,-0.57,-0.41,-2.35,-1.97,6482.0,6050.0
625.0,0.030000000000015348,203.0,198.5,0.0,0.0,100.0,100.0,2.75,2.24,4.0,4.0,-0.61,-0.595,-1.73,-1.935,6143.0,5719.0
630.0,0.03999999999999204,198.0,193.0,69.0,0.0,100.0,100.0,2.89,1.77,0.0,0.0,-0.94,-0.85,-2.0,-1.84,7186.0,6842.0
635.0,0.03999999999999204,191.0,187.0,0.0,0.0,100.0,100.0,2.73,1.8,3.0,3.0,-0.91,-0.81,-2.01,-1.61,6841.0,6469.0
640.0,0.040000000000020464,185.0,180.0,0.0,0.0,100.0,100.0,2.27,1.78,3.0,3.0,-1.19,-0.95,-1.84,-1.67,6565.0,6190.0
645.0,0.03999999999999204,179.0,174.0,0.0,0.0,100.0,100.0,2.31,1.74,3.0,3.0,-1.2,-0.86,-1.81,-1.59,6301.0,5944.0
650.0,0.03999999999999204,173.0,169.0,0.0,0.0,100.0,100.0,2.24,2.39,3.0,3.0,-1.09,-0.84,-1.61,-1.61,5987.0,5639.0
655.0,0.060000000000002274,167.0,161.0,0.0,0.0,100.0,100.0,1.06,2.72,3.0,0.0,-1.11,-1.07,-1.56,-1.6,5834.0,7141.0
660.0,0.060000000000002274,161.0,155.0,56.0,0.0,100.0,100.0,0.67,3.74,0.0,2.0,-0.97,-0.79,-1.41,-1.53,6844.0,6601.0
665.0,0.060000000000002274,155.0,149.0,0.0,0.0,100.0,100.0,1.64,4.01,2.0,2.0,-1.04,-0.86,-1.42,-1.52,6536.0,6265.0
670.0,0.07999999999998408,148.0,141.0,0.0,0.0,100.0,100.0,3.61,4.76,2.0,2.0,-1.05,-0.87,-1.45,-1.53,6314.0,6024.0
675.0,0.060000000000002274,140.0,134.0,0.0,0.0,100.0,100.0,11.37,7.97,3.0,2.0,-1.2,-1.1,-1.28,-1.64,5096.0,5764.0
680.0,0.0800000000000125,134.0,127.0,0.0,0.0,86.0,100.0,18.11,16.99,3.0,2.0,-1.08,-0.94,-1.39,-1.27,4634.0,5242.0
685.0,0.09999999999999432,127.0,119.0,0.0,0.0,64.0,24.0,21.39,21.93,3.0,2.0,-1.61,-1.76,-1.3,-0.92,4637.0,5425.0
690.0,0.09999999999999432,121.0,117.0,0.0,0.0,45.0,0.0,22.17,22.33,3.0,2.0,-1.64,-1.84,-1.0,-0.23,4398.0,5644.0
695.0,0.09999999999999432,116.0,114.0,0.0,0.0,0.0,0.0,21.75,22.33,3.0,2.0,-1.97,-1.91,-0.38,-0.25,4533.0,5538.0
700.0,0.10000000000002274,113.0,112.0,5.0,0.0,0.0,0.0,21.9,22.7,3.0,2.0,-1.91,-1.87,-0.19,-0.23,4528.0,5440.0
705.0,0.09999999999999432,112.0,110.0,61.0,48.0,0.0,0.0,21.84,22.86,3.0,2.0,-1.8,-1.73,0.17,-0.01,4713.0,5648.0
710.0,0.09999999999999432,111.0,111.0,67.0,54.0,0.0,0.0,21.88,22.41,3.0,2.0,-1.84,-1.74,0.23,0.42,4734.0,6008.0
715.0,0.09999999999999432,112.0,113.0,65.0,48.0,0.0,0.0,22.24,18.81,3.0,2.0,-1.73,-1.45,0.22,0.38,4758.0,6059.0
720.0,0.09999999999999432,112.0,114.0,68.0,53.0,0.0,0.0,22.38,7.19,3.0,2.0,-1.74,-1.58,0.28,0.4,4800.0,6073.0
725.0,0.09999999999999432,113.0,115.0,72.0,60.0,0.0,0.0,21.54,5.15,3.0,2.0,-1.71,-1.87,0.35,0.49,4861.0,6059.0
730.0,0.09999999999999432,115.0,117.0,68.0,62.0,0.0,0.0,19.05,8.79,3.0,2.0,-1.69,-1.78,0.47,0.5,4991.0,6227.0
735.0,0.0800000000000125,116.0,118.0,63.0,65.0,0.0,0.0,12.7,7.06,3.0,2.0,-1.69,-1.68,0.45,0.43,5129.0,6374.0
740.0,0.09999999999999432,118.0,120.0,62.0,0.0,0.0,0.0,4.81,2.92,3.0,0.0,-1.6,-1.7,0.43,-0.07,5222.0,6224.0
745.0,0.07999999999998408,119.0,121.0,62.0,73.0,0.0,0.0,-3.59,-2.24,3.0,3.0,-1.5,-1.51,0.41,0.68,5303.0,5083.0
750.0,0.09999999999999432,121.0,124.0,69.0,77.0,0.0,0.0,-6.45,-5.8,3.0,3.0,-1.39,-1.25,0.44,0.49,5331.0,5182.0
755.0,0.0800000000000125,123.0,126.0,69.0,82.0,0.0,0.0,-12.77,-8.32,3.0,3.0,-1.23,-1.24,0.56,0.66,5389.0,5287.0
760.0,0.07999999999998408,125.0,128.0,82.0,79.0,0.0,0.0,-13.43,-14.41,3.0,3.0,-0.78,-0.44,0.61,0.55,5387.0,5236.0
765.0,0.0800000000000125,128.0,131.0,81.0,77.0,0.0,0.0,-15.47,-14.1,3.0,3.0,0.83,0.97,0.49,0.46,5345.0,5270.0
770.0,0.07999999999998408,129.0,133.0,56.0,62.0,2.0,0.0,-15.36,-11.31,3.0,3.0,1.47,1.52,0.35,0.4,5486.0,5402.0
775.0,0.060000000000002274,131.0,134.0,53.0,60.0,0.0,0.0,-10.51,-6.85,3.0,3.0,1.55,1.46,0.32,0.34,5589.0,5479.0
780.0,0.060000000000002274,132.0,136.0,51.0,61.0,0.0,0.0,-7.5,-2.32,3.0,3.0,1.78,1.97,0.36,0.43,5678.0,5582.0
785.0,0.040000000000020464,132.0,137.0,53.0,61.0,0.0,0.0,-1.54,-5.14,3.0,3.0,1.5,1.76,0.31,0.42,5827.0,5668.0
790.0,0.060000000000002274,133.0,137.0,53.0,60.0,0.0,0.0,1.59,-2.0,3.0,3.0,1.45,1.72,0.4,0.51,5904.0,5945.0
795.0,0.05999999999997385,134.0,139.0,58.0,71.0,0.0,0.0,-6.7,-6.69,3.0,3.0,1.54,1.38,0.44,0.24,5949.0,5811.0
800.0,0.03999999999999204,135.0,139.0,70.0,63.0,0.0,0.0,-10.87,-10.9,3.0,3.0,1.73,1.41,0.49,0.48,6036.0,6057.0
805.0,0.03999999999999204,137.0,141.0,75.0,68.0,0.0,0.0,-11.41,-11.82,3.0,3.0,1.82,1.74,0.41,0.38,5892.0,5831.0
810.0,0.040000000000020464,138.0,142.0,76.0,68.0,0.0,0.0,-9.85,-11.73,3.0,3.0,1.61,1.93,0.4,0.36,5965.0,5796.0
815.0,0.03999999999999204,139.0,143.0,78.0,68.0,0.0,0.0,-7.73,-10.87,3.0,3.0,1.61,1.5,0.4,0.39,6009.0,5838.0
820.0,0.01999999999998181,140.0,144.0,79.0,72.0,0.0,0.0,-5.55,-7.9,3.0,3.0,1.76,1.85,0.48,0.53,6080.0,5940.0
825.0,0.03999999999999204,142.0,145.0,80.0,74.0,0.0,0.0,-3.14,-6.68,3.0,3.0,1.6,1.68,0.42,0.37,6175.0,6018.0
